rating,name,area,cuisine_type,price,cuisine_region,address
"                    -
                ",Warung Canggu ,Canggu,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Jawa"," Jl. Pantai Berawa, Canggu, Bali"
"                    -
                ",The Ducks Nutz ,Sanur,Casual Dining,"                        Rp400.000 
                                    
        ","  Bali, Grill House"," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Shisha Club ,"Food Court Udayana, Kuta",Quick Bites,"                        Rp100.000 
                                    
        ","  Barat, Asia"," Food Court Udayana, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Alami Restaurant ,Amed,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Barat"," Jl. Raya Bunutan, Amed, Bali"
"                    -
                ",Momo 2 Go - Courtyard by Marriott ,"Courtyard by Marriott, Nusa Dua",Casual Dining,"                        Rp400.000 
                                    
        ","  Barat, Indonesia"," Courtyard by Marriott, BTDC Area, Nusa Dua, Bali"
"                    -
                ",Minami Bar & Grill ,Sanur,Casual Dining,"                        Rp200.000 
                                    
        ",  Jepang," Jl. Segara Ayu, Sanur, Bali"
"                    -
                ",Kupu - Kupu - Puri Sading Hotel ,Sanur,Kafe,"                        Rp300.000 
                                    
        ",  Kafe," Puri Sading Hotel, Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Eight Degrees South - Conrad ,"Conrad, Tanjung Benoa",Quick Bites,"                        Rp500.000 
                                    
        ",  Indonesia," Conrad, Jl. Pratama No. 168, Tanjung Benoa, Bali"
"                    -
                ",Soka Restaurant - Mercure Bali Nusa Dua ,"Mercure Bali Nusa Dua, Nusa Dua",Fine Dining,"                        Rp500.000 
                                    
        ","  Indonesia, Barat"," Mercure Bali Nusa Dua, Jl. Nusa Dua Selatan, Nusa Dua..."
"                    -
                ",Crocokiss - Hotel Novotel Bali Benoa ,"Hotel Novotel Bali Benoa, Tanjung Benoa",Casual Dining,"                        Rp350.000 
                                    
        ","  Kontinental, Eropa"," Hotel Novotel Bali Benoa, Jl. Pratama, Tanjung..."
"                    -
                ",Mangki Bar & Salad ,Canggu,Casual Dining,"                        Rp250.000 
                                    
        ",  Barat," Jl. Pantai Berawa, Canggu, Bali"
"                    -
                ",Mango Beach ,Sanur,Casual Dining,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Warung Kwek - Kwek ,Sanur,Quick Bites,"                        Rp300.000 
                                    
        ","  Kafe, Asia"," Jl. Danau Tamblingan No. 71, Sanur, Bali"
"                    -
                ",Munari Restaurant ,Ubud,Casual Dining,"                        Rp180.000 
                                    
        ","  Asia, Thai, Indonesia"," Jl. Sangginan, Ubud, Bali"
"                    -
                ",Warung JJ ,Sanur,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Hang Tuah, Sanur, Bali"
"                    -
                ",Mediterranean - Klapa ,"Klapa, Uluwatu",Fine Dining,"                        Rp600.000 
                                    
        ","  Barat, Bali, Indonesia"," Klapa, Kawasan Pecatu Indah, Jl. New Kuta Beach..."
"                    -
                ",Coco Bistro ,Tanjung Benoa,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Hidangan Laut, Bali, Indonesia"," Jl. Pratama No. 85X, Tanjung Benoa, Bali"
"                    -
                ",Dennis ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ",  Barat," Jl. Hang Tuah No. 51, Sanur, Bali"
"                    -
                ",Zoo Bar ,Sanur,Bar,"                        Rp200.000 
                                    
        ","  Cemilan, Barat"," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Candidasa Restaurant ,Candidasa,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Barat"," Jl. Candidasa, Candidasa, Bali"
"                    -
                ",Octopus - Ayodya Resort Bali ,"Ayodya Resort Bali, Nusa Dua",Quick Bites,"                        Rp500.000 
                                    
        ",  Itali," Ayodya Resort Bali, BTDC Area, Jl. Pantai Mengiat..."
"                    -
                ",Dewi Sri Restaurant - Rama Beach Resort... ,Tuban,Casual Dining,"                        Rp240.000 
                                    
        ","  Asia, Barat"," Rama Beach Resort and Villas, Jl. Wana Segara, Tuban, Bali"
"                    -
                ",Ayam Ayam Restaurant ,Ubud,Quick Bites,"                        Rp120.000 
                                    
        ","  Bali, Barat"," Jl. Hanoman No.73, Ubud, Bali"
"                    -
                ",La Taverna - La Taverna Hotel ,"La Taverna Hotel, Sanur",Casual Dining,"                        Rp300.000 
                                    
        ","  Itali, Barat, Indonesia"," La Taverna Hotel, Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",On On ,Sanur,Bar,"                        Rp350.000 
                                    
        ","  Hanya Minuman, Cemilan"," Jl. Danau Poso No. 53, Sanur, Bali"
"                    -
                ",Cafe Bali ,Ubud,Quick Bites,"                        Rp250.000 
                                    
        ","  Kafe, Bali, Itali"," Jl. Hanoman, Ubud, Bali"
"                    -
                ",Paoen Doeloe ,Tanjung Benoa,Casual Dining,"                        Rp400.000 
                                    
        ","  Bali, Indonesia, Barat"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",Suku - Conrad ,"Conrad, Tanjung Benoa",Quick Bites,"                        Rp500.000 
                                    
        ",  Asia," Conrad, Jl. Pratama No. 168, Tanjung Benoa, Bali"
"                    -
                ",Es Teler 77 ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp120.000 
                                    
        ","  Jawa, Palembang"," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Ring of Fire - Samabe Bali Suites & Villas ,"Samabe Bali Suites & Villas, Nusa Dua",Casual Dining,"                        Rp350.000 
                                    
        ",  Cemilan," Samabe Bali Suites & Villas, Jl. Pura Barong - Barong..."
"                    -
                ",Laguna Garden ,Tanjung Benoa,Quick Bites,"                        Rp200.000 
                                    
        ","  Indonesia, Bali, Kontinental, Hidangan Laut"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",Terrace Restaurant ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Dayu I ,Kuta,Casual Dining,"                        Rp300.000 
                                    
        ",  Bali," Jl. Bakung Sari, Kuta, Bali"
"                    -
                ",Bakery Lovina Cafe ,Lovina,Kafe,"                        Rp300.000 
                                    
        ",  Kafe," Jl. Singaraja - Seririt, Lovina, Bali"
"                    -
                ",Man Dollow's Cafe ,Tanjung Benoa,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Indonesia, Barat"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",H2O - Ayana Resort and Spa ,"Ayana Resort and Spa, Jimbaran",,"                        Rp200.000 
                                    
        ",Masakan: Kafe," Ayana Resort and Spa, Jl. Karang Mas Sejahtera..."
"                    -
                ",Urban Cafe ,Denpasar,Kafe,"                        Rp120.000 
                                    
        ",  Kafe," Jl. Puputan, Denpasar, Bali"
"                    -
                ",Aquarius - Aquarius Star Hotel ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ","  Itali, Jepang, Barat"," Aquarius Star Hotel, Jl. Legian No. 116, Legian, Bali"
"                    -
                ",Adrenalin Sports Bar ,Seminyak,Bar,"                        Rp250.000 
                                    
        ",  Barat," Seminyak Square, Lantai 2, Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",Rempah - Rempah - Samabe Bali Suites &... ,"Samabe Bali Suites & Villas, Nusa Dua",Fine Dining,"                        Rp550.000 
                                    
        ","  Barat, Indonesia, Asia"," Samabe Bali Suites & Villas, Jl. Pura Barong - Barong..."
"                    -
                ",Sanur Harum - Sanur Paradise Plaza Hotel ,"Sanur Paradise Plaza Hotel, Sanur",Casual Dining,"                        Rp400.000 
                                    
        ","  Cina, Bali, Asia, Barat"," Sanur Paradise Plaza Hotel, Jl. Hang Tuah No. 46, Sanur..."
"                    -
                ",Waroeng Nelajan - Respati Hotel ,Sanur,Casual Dining,"                        Rp350.000 
                                    
        ","  Barat, Indonesia"," Respati Hotel, Jl. Danau Tamblingan No. 33, Sanur, Bali"
"                    -
                ",Sushi Bar Kai Mana ,Kuta,Quick Bites,"                        Rp100.000 
                                    
        ","  Jepang, Sushi"," Jl. Popies 2, Kuta, Bali"
"                    -
                ",Edelweis Primo Kuta - Edelweis Primo Kuta... ,Tuban,Casual Dining,"                        Rp300.000 
                                    
        ","  Asia, Barat"," Edelweis Primo Kuta Hotel, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Seven Angels Restaurant - Seven Angels Hotel ,Nusa Dua,Casual Dining,"                        Rp350.000 
                                    
        ","  Asia, Barat, Indonesia"," Seven Angels Hotel, Jl. Taman Ria, Nusa Dua, Bali"
"                    -
                ",Surya Cafe ,Uluwatu,Casual Dining,"                        Rp100.000 
                                    
        ",  Cemilan," Blue Point Beach (Pantai Suluban), Jl. Labuan Sait..."
"                    -
                ",Ambassador Restaurant - Adhi Jaya Sunset... ,"Adhi Jaya Sunset Hotel, Kuta",Kafe,"                        Rp250.000 
                                    
        ",  Kafe," Adhi Jaya Sunset Hotel, Jl. Sunset Road, Kuta, Bali"
"                    -
                ",TE.JA.CO - Samabe Bali Suites & Villas ,"Samabe Bali Suites & Villas, Nusa Dua",Quick Bites,"                        Rp350.000 
                                    
        ","  Kafe, Cemilan, Hanya Minuman"," Samabe Bali Suites & Villas, Jl. Pura Barong - Barong..."
"                    -
                ",Made Two ,Sanur,Casual Dining,"                        Rp200.000 
                                    
        ","  Indonesia, Cina, Eropa"," Jl. Hang Tuah No. 33, Sanur, Bali"
"                    -
                ",Little Miss Cupcake ,"Ruko Denpasar Junction, Denpasar",Bakery,"                        Rp80.000 
                                    
        ",  Toko Kue," Ruko Denpasar Junction, Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",Angel's Essence - Kuta Angel Hotel ,Kuta,Casual Dining,"                        Rp250.000 
                                    
        ","  Bali, Grill House, Indonesia, Barat"," Kuta Angel Hotel, Jl. Pantai Kuta No. 33, Kuta, Bali"
"                    -
                ",Koenokoeni Villa Cafe ,Seminyak,Kafe,"                        Rp225.000 
                                    
        ",  Kafe," Jl. Pura Telaga Waja, Seminyak, Bali"
"                    -
                ",Warung Jegek Bulan ,Kuta,Quick Bites,"                        Rp150.000 
                                    
        ","  Barat, Amerika, Eropa, Bali"," Jl. Popies 2, Kuta, Bali"
"                    -
                ",Click Juice Bar ,Ubud,Quick Bites,"                        Rp150.000 
                                    
        ","  Asia, Barat"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Warung Rekreasi Bedugul ,Lovina,Casual Dining,"                        Rp240.000 
                                    
        ",  Indonesia," Jl. Raya Bedugul, Lovina, Bali"
"                    -
                ",Arabian Lotus ,Sanur,Casual Dining,"                        Rp150.000 
                                    
        ","  Arab, Indonesia"," Jl. Cemara No. 9, Sanur, Bali"
"                    -
                ",Bamboo Garden Cafe ,"Food Court Udayana, Kuta",Quick Bites,"                        Rp200.000 
                                    
        ",  Bali," Food Court Udayana, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Pacung Indah Restaurant - Pacung Indah Hotel ,Bedugul,Kafe,"                        Rp225.000 
                                    
        ","  Indonesia, Barat"," Pacung Indah Hotel, Jl. Raya Bedugul, Bedugul, Bali"
"                    -
                ",Rencang Junior ,Uluwatu,Casual Dining,"                        Rp250.000 
                                    
        ","  Barat, Asia"," Jl. Labuan Sait, Uluwatu, Bali"
"                    -
                ",Taman Bhagawan ,Tanjung Benoa,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Eropa"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",Frangipani Bali ,"Bali Collection, Nusa Dua",Casual Dining,"                        Rp300.000 
                                    
        ","  Jepang, Eropa, Amerika, Asia"," Bali Collection, BTDC Area, Jl. Nusa Dua, Nusa Dua, Bali"
"                    -
                ",Broccoli Bar & Cafe ,Tanjung Benoa,Kafe,"                        Rp200.000 
                                    
        ",  Kafe," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",The Victory ,Kuta,Casual Dining,"                        Rp220.000 
                                    
        ","  Jerman, Itali, Barat"," Jl. Popies 1 No. 88, Kuta, Bali"
"                    -
                ",Warung Uma Sari ,Sanur,Casual Dining,"                        Rp120.000 
                                    
        ","  Bali, Indonesia"," Jl. Matahari Terbit No. 3, Sanur, Bali"
"                    -
                ",Destination Cafe ,Jimbaran,,"                        Rp150.000 
                                    
        ","Masakan: Cina, Asia, Amerika"," Jl. Karang Mas Sejahtera, Jimbaran, Bali"
"                    -
                ",Warung Bali ,Tanjung Benoa,Casual Dining,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Indonesia, Barat, Eropa"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",Sunshine ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ",  Indonesia," Jl. Danau Tamblingan No. 198, Sanur, Bali"
"                    -
                ",Ninety Degrees - Hotel Satriya Cottages ,Kuta,Casual Dining,"                        Rp200.000 
                                    
        ","  Indonesia, Barat"," Hotel Satriya Cottages, Jl. Popies 2, Kuta, Bali"
"                    -
                ",Bila Restaurant ,Amed,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Barat, Mediterania"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Box Bar - Melia Bali ,"Melia Bali, Nusa Dua",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," Melia Bali, BTDC Area, Nusa Dua, Bali"
"                    -
                ",Coffee Revolution ,Canggu,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Asia, Barat, Eropa"," Jl. Raya Semer, Canggu, Bali"
"                    -
                ",Kintamani Resto - Goodway Hotel & Resort ,Nusa Dua,Casual Dining,"                        Rp200.000 
                                    
        ","  Indonesia, Barat"," Goodway Hotel & Resort, Jl. Dalem Tarukan No. 7, Nusa..."
"                    -
                ",La Barracca ,Sanur,Casual Dining,"                        Rp500.000 
                                    
        ",  Itali," Jl. Danau Tamblingan No. 156, Sanur, Bali"
"                    -
                ",Viky Warung ,Uluwatu,Casual Dining,"                        Rp100.000 
                                    
        ",  Cemilan," Blue Point Beach (Pantai Suluban), Jl. Labuan Sait..."
"                    -
                ",Athena ,Jimbaran,Casual Dining,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Jl. Raya Kampus Udayana, Jimbaran, Bali"
"                    -
                ",Pondok Vienna Beach ,Amed,Casual Dining,"                        Rp180.000 
                                    
        ","  Kafe, Hidangan Laut"," Jl. Raya Lipah, Amed, Bali"
"                    -
                ",Warung Mei ,Sanur,Quick Bites,"                        Rp150.000 
                                    
        ","  Indonesia, Bali"," Jl. Tandakan 12, Sanur, Bali"
"                    -
                ",Mister Baso ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp120.000 
                                    
        ","  Bakso, Indonesia"," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Warung Taman - Hotel Puri Kelapa ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Bali, Barat"," Hotel Puri Kelapa, Jl. Segara Ayu No. 1, Sanur, Bali"
"                    -
                ",Caesar's Bar - Tamukami Hotel ,"Tamukami Hotel, Sanur",Casual Dining,"                        Rp250.000 
                                    
        ","  Eropa, Bali"," Tamukami Hotel, Jl. Danau Tamblingan No. 64, Sanur, Bali"
"                    -
                ",Scruffy Murphy's ,Uluwatu,Casual Dining,"                        Rp250.000 
                                    
        ",  Cemilan," Jl. Uluwatu, Uluwatu, Bali"
"                    -
                ",Cafe Komodo Alfresco -  Sanur Paradise... ,"Sanur Paradise Plaza Hotel, Sanur",Kafe,"                        Rp200.000 
                                    
        ",  Kafe," Sanur Paradise Plaza Hotel, Jl. Hang Tuah No. 46, Sanur..."
"                    -
                ",Laguna Garden ,Nusa Dua,Quick Bites,"                        Rp200.000 
                                    
        ","  Indonesia, Bali, Kontinental, Hidangan Laut"," Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",Pissari Bali Cafe ,Ubud,Casual Dining,"                        Rp200.000 
                                    
        ",  Bali," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Harley Bar ,Amed,Quick Bites,"                        Rp150.000 
                                    
        ","  Kafe, Barat"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Hidden Garden - The Royal Bali Hotel ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Asia, Indonesia"," The Royal Bali Hotel, Jl. By Pass Ngurah Rai, Sanur, Bali"
"                    -
                ",Sunset Bar - The Padma Resort ,"The Padma Resort, Legian",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," The Padma Resort, Jl. Padma No. 1, Legian, Bali"
"                    -
                ",HARRIS Cafe - HARRIS Hotel Seminyak ,"HARRIS Hotel, Seminyak",Casual Dining,"                        Rp200.000 
                                    
        ","  Barat, Asia"," HARRIS Hotel Seminyak, Jl. Drupadi No. 99, Seminyak, Bali"
"                    -
                ",Ocean ,"Bali Collection, Nusa Dua",Casual Dining,"                        Rp300.000 
                                    
        ",  Asia," Bali Collection, BTDC Kompleks, Jl. Nusa Dua, Nusa..."
"                    -
                ",Pool Bar - Besakih Beach Hotel ,"Besakih Beach Hotel, Sanur",Quick Bites,"                        Rp250.000 
                                    
        ","  Hanya Minuman, Cemilan"," Besakih Beach Hotel, Jl. Danau Tamblingan No. 45, Sanur..."
"                    -
                ",Anjani ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Indonesia"," Jl. Danau Tamblingan No. 31, Sanur, Bali"
"                    -
                ",Tandjung Sari ,Sanur,Quick Bites,"                        Rp300.000 
                                    
        ","  Asia, Barat, Indonesia"," Jl. Danau Tamblingan No. 41, Sanur, Bali"
"                    -
                ",Gourmet Burger House ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp120.000 
                                    
        ",  Makanan Cepat Saji," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Travellers VIP Lounge ,"61 Legian, Legian",Lounge,"                        Rp300.000 
                                    
        ","  Hanya Minuman, Cemilan"," 61 Legian, Jl. Legian, Legian, Bali"
"                    -
                ",Lotus Bar - Mercure Hotel ,"Mercure Hotel, Kuta",Quick Bites,"                        Rp200.000 
                                    
        ","  Barat, Asia"," Mercure Hotel, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Rumah Makan Padma ,Tanjung Benoa,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Barat"," Jl. Pratama No. 90, Tanjung Benoa, Bali"
"                    -
                ",Nuriani ,Ubud,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Indonesia"," Jl. Hanoman, Ubud, Bali"
"                    -
                ",Chonos Restaurant - Chonos Hotel ,Lovina,Casual Dining,"                        Rp120.000 
                                    
        ","  Kafe, Barat"," Chonos Hotel, Jl. Singaraja - Seririt, Lovina, Bali"
"                    -
                ",Cockatoo ,Nusa Dua,Quick Bites,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Bali, Indonesia, Cina, Kontinental"," Jl. Pantai Mengiat No. 7A, Nusa Dua, Bali"
"                    -
                ",Jukung Grill - Grand Mirage Resort Thalasso ,"Grand Mirage Resort Thalasso, Tanjung Benoa",Casual Dining,"                        Rp450.000 
                                    
        ","  Hidangan Laut, Grill House"," Grand Mirage Resort Thalasso, Jl. Pratama No. 74..."
"                    -
                ",All Seasons Restaurant - All Seasons Bali... ,Legian,Casual Dining,"                        Rp250.000 
                                    
        ",  Kontinental," All Seasons Bali Legian, Jl. Padma Utara, Legian, Bali"
"                    -
                ",Ibis Restaurant - Hotel Ibis Bali ,Tuban,Casual Dining,"                        Rp300.000 
                                    
        ","  Asia, Barat"," Hotel Ibis Bali, Jl. Raya Tuban, Tuban, Bali"
"                    -
                ",Streat - Ibis Styles Bali Benoa ,"Ibis Styles Bali Benoa, Tanjung Benoa",Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Indonesia"," Ibis Styles Bali Benoa, Jl. Pratama No. 57A..."
"                    -
                ",Mai Mai ,Nusa Dua,Casual Dining,"                        Rp150.000 
                                    
        ","  Hidangan Laut, Eropa, Itali, Meksiko, Cina, Indonesia"," Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",Warung Station ,Uluwatu,Casual Dining,"                        Rp200.000 
                                    
        ","  Asia, Eropa, Barat"," Jl. Raya Uluwatu, Uluwatu, Bali"
"                    -
                ",Montana Restaurant - All Seasons Bali... ,"All Seasons Bali Denpasar, Seminyak",Casual Dining,"                        Rp400.000 
                                    
        ","  Kontinental, Barat, Indonesia"," All Seasons Bali Denpasar, Jl. Teuku Umar No. 183..."
"                    -
                ",Mandira Cafe ,Canggu,Casual Dining,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Bali"," Jl. Pura Batu Mejan, Canggu, Bali"
"                    -
                ",Taman Sari Restaurant - Taman Sari Cottages ,Kuta,Casual Dining,"                        Rp275.000 
                                    
        ","  Eropa, Barat, Indonesia"," Taman Sari Cottages, Jl. Popies 2, Kuta, Bali"
"                    -
                ",Ambrosia - Best Western Resort Kuta ,Tuban,Kafe,"                        Rp350.000 
                                    
        ",  Kafe," Best Western Resort Kuta, Jl. Kubu Anyar 118, Tuban, Bali"
"                    -
                ",Kebun Impian ,Karangasem,Casual Dining,"                        Rp200.000 
                                    
        ",  Barat," Jl. Raya Seraya Barat, Karangasem, Bali"
Tutup Sementara,Merpati Cafe ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Jl. Matahari Terbit No. 1A, Sanur, Bali"
"                    -
                ",Guris ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Bali"," Jl. Danau Tamblingan No.27G, Sanur, Bali"
"                    -
                ",WM Restoran ,Nusa Dua,Casual Dining,"                        Rp120.000 
                                    
        ","  Hidangan Laut, Bali, Barat"," Pantai Pandawa, Jl. Pandawa, Nusa Dua, Bali"
"                    -
                ",Coco Gourmet ,"Discovery Shopping Mall, Tuban",Kafe,"                        Rp120.000 
                                    
        ",  Kafe," Discovery Shopping Mall, Lantai 1, Jl. Kartika Plaza..."
"                    -
                ",Warung Sunda ,Sanur,Casual Dining,"                        Rp100.000 
                                    
        ","  Kafe, Sunda"," Jl. Pantai Sindhu, Sanur, Bali"
"                    -
                ",Churros ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp300.000 
                                    
        ",  Meksiko," Mal Bali Galleria, Lantai 2, Jl. By Pass Ngurah Rai..."
"                    -
                ",Sari Restaurant ,Kintamani,Casual Dining,"                        Rp350.000 
                                    
        ","  Bali, Indonesia"," Jl. Raya Penelokan, Kintamani, Bali"
"                    -
                ",Tanjung Terrace - Ramada Resort Benoa ,"Ramada Resort Benoa, Tanjung Benoa",Quick Bites,"                        Rp500.000 
                                    
        ","  Indonesia, Barat"," Ramada Resort Benoa, Jl. Pratama No. 97A, Tanjung..."
"                    -
                ",The Ocean Bar - The Legian Hotel ,"The Legian Hotel, Seminyak",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," The Legian Hotel, Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",Segarra - The Sawangan Suites & Villas ,"The Sawangan Suites & Villas, Nusa Dua",Casual Dining,"                        Rp400.000 
                                    
        ","  Kafe, Indonesia"," The Sawangan Suites & Villas, Jl. Raya Nusa Dua..."
"                    -
                ",The Barong Pool Bar & Cafe - The Padma... ,"The Padma Resort, Legian",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," The Padma Resort, Jl. Padma No. 1, Legian, Bali"
Tutup Sementara,Segara Mas ,Denpasar,Casual Dining,"                        Rp200.000 
                                    
        ","  Kafe, Bali"," Jl. Raya Puputan No. 148, Denpasar, Bali"
"                    -
                ",New Queen Bali Resto ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Itali, Indonesia"," Jl. Segara No. 3, Sanur, Bali"
"                    -
                ",Mei Home Made Bakery ,Sanur,Bakery,"                        Rp80.000 
                                    
        ",  Toko Kue," Jl. By Pass Ngurah Rai, Sanur, Bali"
"                    -
                ",Warung Tunjuk ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp160.000 
                                    
        ","  Jawa, Indonesia, Itali"," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Sky Terrace - Swiss-Belhotel Bay View ,"Swiss-Belhotel Bay View, Nusa Dua",Casual Dining,"                        Rp350.000 
                                    
        ",  Cemilan," Swiss-Belhotel Bay View, Jl. Kebo Iwa Taman Mumbul..."
"                    -
                ",Laguna Garden ,"Bali Collection, Nusa Dua",Casual Dining,"                        Rp200.000 
                                    
        ","  Indonesia, Bali, Kontinental, Hidangan Laut"," Bali Collection, BTDC Area, Jl. Nusa Dua, Nusa Dua, Bali"
"                    -
                ",Blue Bar - Novotel Bali Nusa Dua ,"Novotel Bali Nusa Dua, Nusa Dua",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," Novotel Bali Nusa Dua, Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",Mahagiri Bar & Restaurant - Mahagiri... ,Uluwatu,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Indonesia"," Mahagiri Villas Dreamland, Jl. Kahuripan Br. Bakung..."
"                    -
                ",The Window ,Kuta,Casual Dining,"                        Rp250.000 
                                    
        ","  Belanda, Amerika"," Jl. Popies 2, Kuta, Bali"
"                    -
                ",Layang - Layang - Fairmont Hotel ,"Fairmont Hotel, Sanur",Casual Dining,"                        Rp400.000 
                                    
        ",  Indonesia," Fairmont Hotel, Jl. Kesuma Sari No. 8, Sanur, Bali"
"                    -
                ",MM Juice ,"Beachwalk, Kuta",Quick Bites,"                        Rp150.000 
                                    
        ","  Jawa, Indonesia"," Beachwalk, Lantai 1, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Mini Bar & Restaurant ,Legian,Quick Bites,"                        Rp300.000 
                                    
        ","  Barat, Itali"," Jl. Legian No. 77, Legian, Bali"
"                    -
                ",Rasa Sayang ,Kuta,Quick Bites,"                        Rp200.000 
                                    
        ","  Cina, Hidangan Laut"," Jl. Sunset Road, Kuta, Bali"
"                    -
                ",Panorama - Panorama Hotel ,Ubud,Casual Dining,"                        Rp200.000 
                                    
        ","  Itali, Amerika, Indonesia"," Panorama Hotel, Jl. Raya Pengosekan, Ubud, Bali"
"                    -
                ",L.A Yogurt ,Sanur,Casual Dining,"                        Rp100.000 
                                    
        ","  Barat, Asia"," Jl. By Pass Ngurah Rai No. 121X, Sanur, Bali"
"                    -
                ",Lagoon Bar - Double Six Luxury Hotel ,"Double Six Luxury Hotel, Seminyak",,"                        Rp300.000 
                                    
        ","Masakan: Cemilan, Desserts"," Double Six Luxury Hotel, Jl. Double Six, Seminyak, Bali"
"                    -
                ",Sand Resto & Beach Club ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Barat, Indonesia, Hidangan Laut"," Jl. Danau Tamblingan No. 27, Sanur, Bali"
"                    -
                ",TKS Bar & Bistro ,Sanur,Casual Dining,"                        Rp200.000 
                                    
        ",  Barat," Jl. Danau Toba No. 11, Sanur, Bali"
"                    -
                ",Suzu - Alits Beach Bungalow Hotel ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ",  Jepang," Alits Beach Bungalow Hotel, Jl. Hang Tuah, Sanur, Bali"
"                    -
                ",Warung Max! ,Kuta,Quick Bites,"                        Rp200.000 
                                    
        ","  Itali, Meksiko, Indonesia"," Jl. Benesari, Kuta, Bali"
Tutup Sementara,Starry House ,Sanur,Casual Dining,"                        Rp100.000 
                                    
        ",  Cina," Jl. Danau Tamblingan, Sanur, Bali"
